Filename,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
frame0000.jpg,640,480,79,212,112,244,13
frame0000.jpg,640,480,79,211,112,241,13
frame0001.jpg,640,480,79,211,112,241,13
frame0002.jpg,640,480,79,211,112,241,13
frame0003.jpg,640,480,85,214,110,241,13
frame0003.jpg,640,480,84,213,112,241,13
frame0004.jpg,640,480,84,213,112,241,13
frame0005.jpg,640,480,84,212,112,241,13
frame0006.jpg,640,480,83,212,112,241,13
frame0007.jpg,640,480,83,212,113,241,13
frame0008.jpg,640,480,83,212,113,241,13
frame0009.jpg,640,480,83,212,113,241,13
frame0010.jpg,640,480,83,212,113,241,13
frame0011.jpg,640,480,83,212,113,241,13
frame0012.jpg,640,480,83,211,113,241,13
frame0013.jpg,640,480,83,211,113,241,13
frame0014.jpg,640,480,83,211,113,241,13
frame0015.jpg,640,480,83,211,113,241,13
frame0016.jpg,640,480,82,211,113,241,13
frame0017.jpg,640,480,82,210,113,242,13
frame0018.jpg,640,480,82,210,114,242,13
frame0019.jpg,640,480,81,209,114,242,13
frame0020.jpg,640,480,81,209,114,242,13
frame0021.jpg,640,480,81,209,114,242,13
frame0022.jpg,640,480,81,209,114,242,13
frame0023.jpg,640,480,81,208,114,242,13
frame0024.jpg,640,480,81,208,114,242,13
frame0025.jpg,640,480,81,208,114,242,13
frame0026.jpg,640,480,81,208,114,242,13
frame0027.jpg,640,480,80,208,114,242,13
frame0028.jpg,640,480,80,208,114,242,13
frame0029.jpg,640,480,80,208,114,242,13
frame0030.jpg,640,480,80,208,114,242,13
frame0031.jpg,640,480,80,208,114,242,13
frame0032.jpg,640,480,80,208,114,242,13
frame0033.jpg,640,480,80,208,114,242,13
frame0034.jpg,640,480,81,208,114,242,13
frame0035.jpg,640,480,81,208,114,242,13
frame0036.jpg,640,480,81,208,114,242,13
frame0037.jpg,640,480,81,209,115,242,13
frame0038.jpg,640,480,0,0,0,0,43
frame0039.jpg,640,480,0,0,0,0,43
frame0040.jpg,640,480,0,0,0,0,43
frame0041.jpg,640,480,0,0,0,0,43
frame0042.jpg,640,480,0,0,0,0,43
frame0043.jpg,640,480,0,0,0,0,43
frame0044.jpg,640,480,0,0,0,0,43
frame0045.jpg,640,480,0,0,0,0,43
frame0046.jpg,640,480,0,0,0,0,43
frame0047.jpg,640,480,0,0,0,0,43
frame0048.jpg,640,480,0,0,0,0,43
frame0049.jpg,640,480,0,0,0,0,43
frame0050.jpg,640,480,0,0,0,0,43
frame0051.jpg,640,480,0,0,0,0,43
frame0052.jpg,640,480,0,0,0,0,43
frame0053.jpg,640,480,0,0,0,0,43
frame0054.jpg,640,480,0,0,0,0,43
frame0055.jpg,640,480,0,0,0,0,43
frame0056.jpg,640,480,0,0,0,0,43
frame0057.jpg,640,480,0,0,0,0,43
frame0058.jpg,640,480,0,0,0,0,43
frame0059.jpg,640,480,0,0,0,0,43
frame0060.jpg,640,480,0,0,0,0,43
frame0061.jpg,640,480,0,0,0,0,43
frame0062.jpg,640,480,0,0,0,0,43
frame0063.jpg,640,480,0,0,0,0,43
frame0064.jpg,640,480,0,0,0,0,43
frame0065.jpg,640,480,0,0,0,0,43
frame0066.jpg,640,480,0,0,0,0,43
frame0067.jpg,640,480,0,0,0,0,43
frame0068.jpg,640,480,76,215,106,241,13
frame0068.jpg,640,480,75,214,106,243,13
frame0069.jpg,640,480,75,214,106,243,13
frame0070.jpg,640,480,75,214,106,243,13
frame0071.jpg,640,480,75,214,106,243,13
frame0072.jpg,640,480,75,214,106,243,13
frame0073.jpg,640,480,75,214,106,243,13
frame0074.jpg,640,480,75,214,106,243,13
frame0075.jpg,640,480,75,214,106,243,13
frame0076.jpg,640,480,75,214,106,243,13
frame0077.jpg,640,480,75,214,106,243,13
frame0078.jpg,640,480,75,214,106,243,13
frame0079.jpg,640,480,75,214,106,243,13
frame0080.jpg,640,480,75,214,106,243,13
frame0081.jpg,640,480,75,214,106,243,13
